,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Code,C36159_BSICG,C36159_BSICT,C36159_DOZ,C36159_FOR10K,C36159_MDLNSAH,C36159_MDLSAAH,C36159_MLNSAH,C36159_MLSAAH,C36159_MTURN,C36159_NMLNSAH,C36159_NMLSAAH,C36159_SC,C36159_SCBT,C36159_SCMT,C36159_SCSA,C36159_SCSABT,C36159_SCSAMT,C36159_SCSATT,C36159_SCTT,C36159_SP,C36159_SPBT,C36159_SPFS,C36159_SPMT,C36159_SPTT,C36159_STLR,C4_HSAFRAL,C4_MSPAH,C4_MSPFAH,C4_MSPFCO,C4_MSPFSF,C4_PTPFHAH,C4_TURNAH,C4_USRAH
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,90733.3,62.5223,58.1028,63.1525,,,
1996-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,88950.0,62.0292,56.0882,62.9386,,,
1996-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,90050.0,62.3889,55.2674,63.297,,,
1996-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,90991.5,62.5243,55.4199,63.3648,,,
1996-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,91766.55,62.9794,57.1134,63.6982,,,
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,89899.95,63.1994,56.8783,63.8872,,,
1996-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,89100.0,63.0577,57.2081,63.7903,,,
1996-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,90251.0,63.7293,56.764,64.7672,,,
1996-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,89980.7,63.973,58.4204,64.7921,,,
1997-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,89825.8,63.9219,58.4668,64.6948,,,
1997-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,91033.85,64.0928,59.1305,64.8083,,,
1997-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,92346.65,64.3705,59.9563,64.923,,,
1997-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,92925.0,65.0241,61.6991,65.3394,,,
1997-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,93500.0,65.5834,62.5956,66.0855,,,
1997-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,94349.5,66.2299,61.5574,66.801,,,
1997-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,94599.65,66.3044,61.2322,66.9501,,,
1997-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,94824.85,66.4257,60.4102,67.0901,,,
1997-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,95425.0,66.7259,59.9498,67.6614,,,
1997-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,95300.0,66.7723,58.7311,67.9431,,,
1997-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,96115.0,66.6353,60.3252,67.6744,,,
1997-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,98635.0,67.2737,62.2826,67.9167,,,
1998-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.7046,99315.0,68.1133,63.905,69.0314,2.3006,7.025,
1998-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,2.5525,99970.0,69.0909,64.2549,69.8082,2.0896,7.0426,
1998-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.3472,101239.0,69.4684,64.6169,70.2186,1.9766,7.0847,
1998-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.5338,101241.0,69.9419,64.5951,70.5484,1.9204,7.1243,
1998-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.6705,101585.0,70.285,64.6273,71.2318,1.9154,7.1209,
1998-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.2311,103790.0,70.7956,65.2384,71.8155,1.7525,7.184,
1998-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.3434,104900.0,71.2072,65.9179,71.9988,1.7391,7.2317,
1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.6993,106275.0,71.108,65.0411,72.017,1.9805,7.2621,
1998-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.5761,105537.5,71.3907,63.889,72.3301,2.3402,7.2904,
1998-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.237,103662.5,71.6431,64.1333,72.5776,2.6746,7.3136,
1998-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.5261,104625.0,72.7839,67.1165,73.5079,2.7281,7.3733,
1998-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.081,103075.0,72.575,67.8029,73.2788,2.8104,7.4983,
1999-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.9484,105825.0,73.462,67.9341,74.1803,2.8981,7.5343,
1999-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,2.8981,106426.0,73.6387,70.0357,74.0717,2.641,7.6035,
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.0415,105238.2,73.6759,70.5431,74.0815,2.2678,7.6775,
1999-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.7907,105977.8,74.1827,69.7131,74.6642,2.2751,7.7488,
1999-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.8446,108155.0,75.1315,69.5634,75.8699,2.4612,7.7983,
1999-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.9276,111620.0,76.0723,70.6625,76.789,2.3311,7.8723,
1999-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.8972,111385.0,75.649,69.198,76.5386,2.4484,7.845,
1999-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.9774,112600.0,76.066,70.117,76.7838,2.6472,7.9071,
1999-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.7367,113150.0,76.6856,70.2008,77.5891,2.5304,7.9088,
1999-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.5171,113575.0,77.3858,69.8415,78.4725,2.4846,7.9117,
1999-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.341,113250.0,77.6474,69.7483,78.7263,2.6882,7.9311,
1999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.5044,111810.0,77.3516,68.9906,78.3714,3.0694,7.8605,
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.8897,110564.5,77.5075,69.2687,78.5747,3.177,7.8525,
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,2.7502,112485.5,78.3494,70.7856,79.5583,3.5791,7.8182,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.622,113200.0,79.1226,73.2613,80.1723,3.3833,7.7703,
2000-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.4341,114285.0,80.3225,74.38,81.2026,3.3912,7.6584,
2000-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.085,116450.0,80.9509,75.0624,82.0681,2.8014,7.6393,
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.2192,118725.0,81.8929,75.5873,82.9332,2.5,7.5534,
2000-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.1661,118525.0,82.2067,76.2133,83.2223,2.5281,7.4031,
2000-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.3959,119125.0,82.6436,75.1677,83.555,2.5194,7.324,
2000-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.5297,119625.0,82.6495,75.0423,83.3728,2.6719,7.2817,
2000-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.5709,119441.0,82.9697,76.1707,83.6745,2.8286,7.2396,
2000-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.5155,118608.7,83.2648,78.8132,83.8812,2.9714,7.1949,
2000-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.3914,117132.3,82.3645,75.5636,83.2161,3.3933,7.1555,
2001-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.6924,117050.0,83.016,73.5785,84.2294,3.233,7.1765,
2001-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,2.5305,121025.0,84.6813,74.9519,85.8849,3.2539,7.1753,
2001-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,1.8523,123575.0,86.0522,78.406,86.8982,3.2808,7.1485,
2001-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.3404,123290.0,86.4379,79.653,87.1796,2.849,7.1981,
2001-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.695,123810.0,86.2979,79.2583,87.2135,2.5102,7.2401,
2001-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.0921,125765.0,86.8845,79.6515,87.8857,2.2379,7.2824,
2001-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.9772,126360.0,87.2216,79.2146,88.0389,2.5851,7.4065,
2001-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.3259,126166.0,87.4255,78.6167,88.2393,2.6308,7.5104,
2001-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.0401,125458.7,87.7569,77.9907,88.6575,2.617,7.5092,
2001-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.4424,124632.3,87.798,79.0354,88.6156,2.828,7.5532,
2001-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.2842,125150.0,88.4152,79.9636,89.2187,2.9961,7.5539,
2001-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.1101,125520.0,88.4183,80.6081,89.3393,3.0236,7.5655,
2002-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.8206,124624.0,87.8586,81.2684,88.6112,3.4648,7.6347,
2002-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,3.7618,124821.0,87.7641,79.6239,88.6775,4.1382,7.6574,
2002-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.764,125700.0,88.3372,81.0094,89.0935,4.6087,7.6439,
2002-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.0666,128050.0,89.3079,81.5481,90.1148,4.5166,7.69,
2002-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.4792,129440.0,90.1695,83.2932,90.8167,4.091,7.6995,
2002-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.2509,133235.0,91.0893,82.3071,92.2412,3.9271,7.6311,
2002-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.9849,134775.0,91.6972,82.748,92.7935,3.9118,7.6149,
2002-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.1062,135225.0,91.9931,83.4024,93.0294,3.8443,7.5776,
2002-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.689,134950.0,92.1837,85.0072,93.098,3.3822,7.6347,
2002-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.9462,134925.0,92.4823,85.2607,93.358,3.1206,7.7323,
2002-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.5992,136907.0,92.7598,85.1383,93.8355,3.4844,7.7928,
2002-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.5828,139993.0,93.5405,87.4276,94.3378,3.4324,7.9359,
2003-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.8374,140633.0,93.2596,87.5641,94.0222,3.4559,7.9884,
2003-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,4.0361,139592.0,92.3159,86.266,92.9744,3.2061,8.1453,
2003-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.0419,139475.0,91.9361,88.384,92.3163,3.1162,8.4151,
2003-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.2912,140025.0,92.6712,90.6146,92.8326,2.8699,8.7156,
2003-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.6033,140175.0,93.5423,92.1889,93.6057,3.0547,8.9745,
2003-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.7176,142575.0,95.1401,92.4629,95.3291,3.3829,9.0538,
2003-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.8708,145180.0,96.2485,93.2604,96.6172,3.4367,9.2104,
2003-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.6204,147221.0,96.9367,92.742,97.5636,3.3519,9.386,
2003-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.8351,146328.0,97.1303,90.5116,97.9753,3.352,9.5588,
2003-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,5.1802,143386.0,97.0253,90.0598,97.7654,3.8475,9.7123,
2003-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.7211,142550.0,96.9732,89.599,97.8426,4.1998,9.7314,
2003-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.3326,143910.0,97.2651,91.7718,98.0611,4.6915,9.7604,
2004-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,5.119,145857.5,97.6495,92.5656,98.4173,4.7315,9.8018,
2004-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,4.887,146717.5,98.3728,93.2039,99.1572,5.0588,9.8129,
2004-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.8809,149321.0,99.741,96.4281,100.1593,4.7962,9.8513,
2004-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.4358,150084.2,100.1399,98.7775,100.2748,4.1988,9.7841,
2004-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.332,152712.8,101.6287,99.0886,102.0543,3.7635,9.7428,
2004-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.0025,156728.7,103.7449,102.2504,104.0404,3.6109,10.0791,
2004-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.7364,158747.3,104.7675,101.5753,105.32,3.8332,10.2867,
2004-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,3.8374,159600.0,105.6237,102.977,106.1307,3.9075,10.4572,
2004-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,3.2489,159815.0,106.8782,104.27,107.3005,4.0782,10.6313,
2004-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.9569,159985.0,108.627,107.4238,108.7934,3.8799,10.7304,
2004-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,2.9031,162750.0,110.4756,111.2296,110.4086,3.8095,10.9915,
2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.8471,165925.0,111.7034,111.231,111.8218,3.6691,11.2717,
2005-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.7209,168266.0,113.4539,113.107,113.4848,3.609,11.4709,
2005-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,2.4965,170448.7,115.6267,116.2012,115.5205,3.4686,11.5908,
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.3196,175542.3,119.2665,120.6265,119.0597,3.3209,11.8492,
2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,1.9929,182636.5,124.3998,123.5529,124.5121,2.9252,12.031,
2005-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,1.8255,192587.05,129.6739,129.5321,129.673,2.74,12.2824,
2005-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,1.4397,204085.85,135.8663,133.8485,136.4583,2.6212,12.4606,
2005-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,1.1792,213167.6,141.5296,140.4609,141.8975,2.3965,12.5271,
2005-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,1.0166,219100.0,145.2875,143.4028,145.6531,2.2301,12.7208,
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,0.9309,223850.0,150.1271,148.1275,150.5917,1.8649,12.9086,
2005-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.7861,225215.0,152.2843,147.7978,153.1536,1.739,12.998,
2005-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,0.7522,227785.0,157.5474,166.1725,155.6627,1.715,13.0802,
2005-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.6449,227404.5,157.404,172.1791,154.5737,1.752,13.0798,
2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.7068,228708.15,159.2468,175.4339,155.6248,1.6243,13.0524,
2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,0.5995,232042.85,160.9929,174.8985,157.7258,1.4734,12.979,190.8
2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.4734,233511.55,162.8662,177.1825,159.7654,1.3349,12.801,193.5
2006-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,0.4764,234964.75,164.9514,180.8045,161.3684,1.2974,12.6011,196.6
2006-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.5707,237608.2,167.6652,182.588,164.1661,1.2144,12.3999,199.0
2006-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,0.6554,239150.0,168.3718,181.4495,165.4209,1.2905,12.1942,200.9
2006-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.5645,238532.5,168.5223,181.2694,166.0974,1.2711,11.9082,202.3
2006-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.6353,236520.25,168.1157,179.8446,165.4745,1.1085,11.5835,203.7
2006-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,0.6673,235362.25,166.355,179.618,163.3862,1.03,11.2721,204.5
2006-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.9244,238000.0,165.5879,180.5929,162.7677,1.0481,11.1,204.9
2006-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,1.4485,239540.0,166.1304,177.8829,163.8166,1.1223,10.8682,204.9
2006-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1.8625,240108.0,166.2351,179.4546,163.6128,1.1393,10.6714,205.5
2007-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,2.675,239982.0,165.1495,181.6389,161.6287,1.2341,10.5989,206.1
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,3.0053,240000.0,164.9491,181.3176,161.4667,1.4109,10.4838,206.9
2007-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.0228,243433.0,167.2731,183.8698,162.7604,1.6127,10.2195,208.8
2007-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.1823,243853.1,170.0115,186.6821,164.6788,1.8808,10.002,210.4
2007-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,4.494,242044.9,170.1795,184.6826,165.7611,1.8231,9.7133,213.6
2007-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,4.9968,242935.0,168.4954,181.9516,164.5435,2.1715,9.3538,217.1
2007-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,6.1155,244250.0,168.2988,183.5718,163.858,2.3971,9.1604,222.0
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,8.3762,243847.0,166.6158,185.5786,160.9572,2.5351,8.9058,229.0
2007-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,9.3735,242382.4,162.8134,181.5253,157.9367,2.6748,8.6003,235.8
2007-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,10.8461,239886.75,158.8122,180.4009,154.0713,3.2327,8.3421,244.8
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,12.0902,244506.85,158.3876,185.5231,152.1692,4.4722,8.131,254.4
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,13.5817,245700.0,155.703,180.5159,149.3271,6.1077,7.8496,265.5
2008-01-31,,,,8.17,,,,,,,,,,,,,,,,,,,,,,16.4679,244250.0,152.0955,177.127,146.7811,8.6662,7.6456,277.2
2008-02-29,,,,9.26,,,,,,,,,,,,,,,,,,,,,,19.7417,235450.0,151.8505,170.5133,147.4918,11.9282,7.4836,290.1
2008-03-31,,,,9.89,,,,,0.0032,,,1302.0,484.0,365.0,1383.0,482.0,384.0,291.0,238.0,221500.0,156900.0,,244300.0,465500.0,,21.1023,233600.0,151.1553,171.106,146.6443,15.9634,7.1867,302.6
2008-04-30,,,,13.97,,,,,0.0039,,,1580.0,573.0,413.0,1341.0,487.0,349.0,260.0,314.0,212600.0,147400.0,,240300.0,428200.0,,24.9082,232950.0,147.8332,165.8959,143.9497,19.7052,7.098,315.9
2008-05-31,,,,14.8,,,,,0.0042,,,1721.0,628.0,502.0,1400.0,526.0,372.0,257.0,335.0,204600.0,137300.0,,233500.0,413900.0,,29.5472,236800.0,149.3261,176.553,142.9354,21.6656,7.0939,328.6
2008-06-30,,,,15.06,,,,,0.0044,,,1810.0,746.0,432.0,1519.0,598.0,380.0,280.0,346.0,195700.0,136200.0,,229900.0,412900.0,,35.0673,233950.0,150.5142,172.3475,143.8681,24.5888,7.1086,341.1
2008-07-31,,,,19.41,,,,,0.0048,,,2007.0,910.0,471.0,1652.0,705.0,397.0,307.0,399.0,186600.0,134800.0,,225700.0,403100.0,,40.65,233778.0,148.0575,171.2253,141.9897,31.4992,7.2143,352.5
2008-08-31,,,,17.92,,,,,0.0046,,,1915.0,879.0,416.0,1733.0,789.0,384.0,313.0,321.0,176200.0,131400.0,,224300.0,386100.0,,41.7152,228094.6,143.6006,165.8502,137.4107,37.4584,7.266,361.6
2008-09-30,,,,19.51,,,,,0.0049,,,2027.0,1020.0,451.0,1898.0,914.0,413.0,324.0,296.0,167300.0,126400.0,,219900.0,367100.0,,43.4187,215733.4,138.1364,160.783,131.7251,40.8116,7.4937,370.4
2008-10-31,,,,22.2,,,,,0.0052,,,2137.0,1098.0,396.0,1986.0,996.0,410.0,321.0,353.0,154700.0,116600.0,,215600.0,380500.0,,45.23,214650.0,135.4691,161.2775,127.3378,45.1488,7.6934,378.0
2008-11-30,,,,18.88,,,,,0.0036,,,1514.0,894.0,222.0,2015.0,1051.0,386.0,314.0,202.0,140000.0,104300.0,,210900.0,381200.0,,42.6243,212992.0,129.0764,157.0646,122.7644,52.6998,7.7512,381.6
2008-12-31,,,,18.86,,,,,0.0052,,,2135.0,1327.0,295.0,2100.0,1188.0,345.0,289.0,225.0,122700.0,88500.0,,205700.0,377600.0,,39.6838,206273.9,123.931,156.7282,115.9113,59.4999,7.8588,387.4
2009-01-31,,,,21.61,,,,,0.0046,,,1905.0,1221.0,242.0,2183.0,1291.0,329.0,252.0,171.0,107500.0,76900.0,,201300.0,354100.0,,40.6797,201338.1,120.3577,165.2283,108.8845,64.6849,8.0191,388.7
2009-02-28,,,,23.16,,,,,0.0053,,,2205.0,1408.0,288.0,2404.0,1458.0,342.0,240.0,195.0,92700.0,65300.0,,197800.0,359400.0,,47.2527,197350.0,117.4245,154.3166,108.8185,67.7469,8.3036,389.6
2009-03-31,,,,15.72,,,,,0.007,,,2917.0,1984.0,376.0,2535.0,1588.0,349.0,225.0,217.0,81600.0,56400.0,,193600.0,351200.0,,41.9538,184750.0,110.2189,143.6493,103.6573,70.0805,8.4081,388.9
2009-04-30,,,,14.26,,,,,0.0077,,,3204.0,2110.0,369.0,2735.0,1790.0,339.0,246.0,340.0,74500.0,51100.0,,189600.0,353200.0,,35.4285,172300.0,105.2682,128.8255,99.6295,70.6572,8.4359,387.7
2009-05-31,,,,17.12,,,,,0.0078,,,3251.0,2113.0,436.0,2854.0,1937.0,344.0,262.0,348.0,73600.0,50200.0,,184200.0,338900.0,,34.3193,167700.0,102.5705,124.1592,97.7915,69.5411,8.4703,384.7
2009-06-30,,,,21.3,,,,,0.0095,,,3939.0,2180.0,609.0,3088.0,1973.0,398.0,381.0,672.0,81300.0,55300.0,,179900.0,374900.0,,41.8133,168200.0,100.7553,116.5057,97.3883,66.2722,8.7216,383.2
2009-07-31,,,,23.52,,,,,0.0089,,,3663.0,2068.0,615.0,3232.0,1956.0,470.0,430.0,499.0,88200.0,60300.0,0.2479,175500.0,367400.0,,48.0144,163800.0,97.1753,107.9012,95.3564,62.4709,8.9627,381.9
